epsilon_CTR,epsilon_CVR,total_conversions_mean,total_conversions_std,avg_cheap_clicks_mean,avg_cheap_clicks_std,avg_cpc_mean,avg_cpc_std
1e-06,1e-06,0.257646634802122,0.0404227145681463,14.748644580016734,5.396574726758676,2.2372822939236188,0.4137336301617465
1e-06,5e-06,0.261094845095834,0.04265122844542956,15.475351534890256,5.155672028322891,2.207202666469536,0.4172166353218442
1e-06,1e-05,0.2601853358715379,0.04060177643159779,15.330908535693851,4.821650400659501,2.2202501741941125,0.40720036732961806
1e-06,5e-05,0.25920168544580013,0.044372887067670216,15.69791401477266,5.139238159874035,2.1878283547759274,0.42429898491679635
1e-06,0.0001,0.2556500332027783,0.042015689451793466,15.756921902095769,4.258040371598685,2.2075742078821503,0.4203298452844583
1e-06,0.0005,0.2603358864858453,0.03995411393706087,15.104916354110383,4.969467929031935,2.209067997534692,0.40634424897619004
1e-06,0.001,0.260017454925739,0.038419820199445696,14.661975490742137,3.591737408611433,2.2126884227707326,0.4269359723347945
1e-06,0.005,0.256577324001754,0.04534480735274897,15.278217703120344,4.7971100803802456,2.2663445449783124,0.45957122241968046
1e-06,0.01,0.2585200718612325,0.04443004622384979,15.368722813259907,4.273793342521707,2.2451624556054366,0.46273669441018034
5e-06,1e-06,0.25277847511732954,0.03810477570642835,14.198565437757924,4.921381120012516,2.241578141558887,0.4130608569895314
5e-06,5e-06,0.25434266684306117,0.03552753010111858,14.677666747254468,4.928614205485359,2.222647835722222,0.4014670482920044
5e-06,1e-05,0.2539229780714109,0.03645309911893448,15.361321894603005,4.850862887215483,2.231945563923728,0.4161279268233283
5e-06,5e-05,0.2569677271706511,0.03606828899476291,15.086676831344784,4.999233688628588,2.198898249382088,0.3923514972004055
5e-06,0.0001,0.25670339635800093,0.03903168760427474,14.054841830671151,4.168577630515912,2.221683221616504,0.43431743943000356
5e-06,0.0005,0.2559580010719684,0.03869777236337206,15.049647961186503,3.643414102918729,2.227724730527127,0.4404693240858693
5e-06,0.001,0.25977266082348177,0.043663779505276355,14.887681951467613,4.409046082651785,2.2437349362533565,0.4122598375558838
5e-06,0.005,0.25945126558564957,0.04256100957933099,16.141648149852045,7.678018941518547,2.2155495610207603,0.3825024009463659
5e-06,0.01,0.25631649911865156,0.04627351788177285,15.160149750916872,3.9860759003861665,2.2657473435489517,0.46346987756158764
1e-05,1e-06,0.25225797158174684,0.037303006718678734,15.581165223083758,5.41908700454206,2.223300115389438,0.4133051679008157
1e-05,5e-06,0.254404679346167,0.03461790619484317,16.23054811916176,5.38088016256742,2.2342607179776026,0.38888231134072304
1e-05,1e-05,0.25774979584502233,0.039087288791871365,15.828175590314862,4.982167931318167,2.2094910814977737,0.41920320229627694
1e-05,5e-05,0.25745950298713555,0.04104757715185095,14.87503673436363,5.184614468913546,2.211457378920876,0.4091962399578129
1e-05,0.0001,0.25625410956472106,0.0427237304571007,14.394745385289085,5.103105131992704,2.2405639350884705,0.42565908921162376
1e-05,0.0005,0.2604193339686787,0.046983503753640764,15.333679608450376,5.198168296314355,2.216281059681539,0.4456741141257683
1e-05,0.001,0.2581904744293623,0.044614839542734,15.162190282303953,4.198985412656439,2.266373479835631,0.4646341059684236
1e-05,0.005,0.2532599831421032,0.043091439964706435,15.582852499963886,5.293284597258473,2.2621645921310694,0.4596443377970522
1e-05,0.01,0.2562769233690686,0.047931713247977216,13.83937266650641,3.87347148110066,2.283645920881928,0.4982476937955083
5e-05,1e-06,0.25386651972542923,0.0393486122608692,14.308425449681014,4.74428625300964,2.230085405587608,0.39652827146550423
5e-05,5e-06,0.25339818224869165,0.03772740956192052,14.619597231168594,5.014233186403176,2.236349482213943,0.3719440087428836
5e-05,1e-05,0.25316685387778576,0.0388311745536986,15.576294160435031,4.997545550553096,2.2270131376853284,0.40413153714493505
5e-05,5e-05,0.25238652820863167,0.035927623796136336,14.594598337903928,4.193153037915708,2.2283872202404136,0.38599792552883966
5e-05,0.0001,0.2594639691802783,0.040856467265908976,15.170862903479996,4.546623971966487,2.202037589875572,0.4019749878598562
5e-05,0.0005,0.2572267121598341,0.04511407724788987,15.508997331226784,4.608602103070413,2.237250532146807,0.4816615137518285
5e-05,0.001,0.25475469714237825,0.04286698611837353,15.883192005799362,4.625235103554227,2.244414380304392,0.48553912558961243
5e-05,0.005,0.2574856892858214,0.04383239736093173,14.58183669644011,4.1085853384826585,2.2467796888001184,0.42701664945319473
5e-05,0.01,0.26985011266006376,0.04404331415340747,15.444054692153065,3.4193085652837096,2.189158031772993,0.4242023488524057
0.0001,1e-06,0.25738106590512155,0.042850565018194446,14.657007380934534,4.11420684328948,2.2634986972125892,0.5226423730477124
0.0001,5e-06,0.2566454430811619,0.043660652726372526,14.44128187475378,4.392417352276945,2.2647150599954444,0.513391551249887
0.0001,1e-05,0.2539797889525942,0.043100803214597895,14.471337377971356,4.352986328480779,2.282115407200668,0.5018563081172562
0.0001,5e-05,0.2579987793598445,0.047702657214832384,14.171414622151934,5.1165198075593,2.2563610390406823,0.5134941866084748
0.0001,0.0001,0.25355288278846966,0.043603730435966284,13.542274041835134,4.570259407219792,2.2784119326659913,0.5030349311107161
0.0001,0.0005,0.25341920197215667,0.041394483388643155,16.072355726252077,4.889919891073318,2.256581618242575,0.4570126313145493
0.0001,0.001,0.2546954327828403,0.04739191500186964,15.193097756745079,6.686410836275444,2.2785242278054687,0.4697355519991438
0.0001,0.005,0.256556726855255,0.045704529067379956,13.71200982397163,3.0376567129450205,2.223962333009916,0.4012623641340489
0.0001,0.01,0.2595444945925883,0.0399040493935704,13.64472671220184,4.082968705086473,2.2231453653104962,0.38300635984097
0.0005,1e-06,0.24555022761281003,0.04419141351978036,14.883732460693219,5.149599154599047,2.345543769597703,0.494026199490705
0.0005,5e-06,0.2488961211360945,0.045324969606303715,15.120938348225163,4.9780455689521,2.337641452268127,0.5019129583101004
0.0005,1e-05,0.25019588361955664,0.04580554511336466,15.425407297233807,5.712288808303238,2.3266920292740756,0.494104570215346
0.0005,5e-05,0.2443792607086054,0.04053236970669338,13.6996773048388,5.67187292027726,2.374391962864473,0.46837938077350033
0.0005,0.0001,0.25067795908787105,0.04070455315259883,15.821749602291856,4.519207892875525,2.3178258583864886,0.45701066977961996
0.0005,0.0005,0.2461082924419351,0.040387275710255875,15.952210934078945,5.48506092727995,2.3516897642914527,0.45260553254506425
0.0005,0.001,0.24817590051292404,0.04610013695099922,15.174485175644396,5.126093209341018,2.347368224101134,0.4868546873345878
0.0005,0.005,0.24522094801716712,0.04847271976898963,12.791454987050967,2.586216494051952,2.4114249976597013,0.49835808586666314
0.0005,0.01,0.2545845125874127,0.04207013867513817,14.231503245320425,4.17448129306595,2.315966063752011,0.4151465485692361
0.001,1e-06,0.24716140287800611,0.04649653305990206,15.219874998872006,4.39751800838101,2.36378308737484,0.5236170298310795
0.001,5e-06,0.24572198966001335,0.041621115445456984,14.56313393501625,4.8001706607065815,2.3590735278304216,0.4518040311905838
0.001,1e-05,0.24602330940786157,0.04340193674604435,14.521716283943444,3.982489091938846,2.3488730025616924,0.4483558514641398
0.001,5e-05,0.2417736854048554,0.0460763451325161,14.360824510821399,3.603401922808714,2.3699072283514737,0.494324584883648
0.001,0.0001,0.24895038603974196,0.04277462838309727,16.026642493402317,5.84684731688256,2.3293593775557064,0.46638927802883334
0.001,0.0005,0.2495808591651178,0.04839831257335494,15.38130109161926,5.2422746145438905,2.3422514790549194,0.43674990989106105
0.001,0.001,0.24205722943341668,0.047044173955753645,13.998724924899232,3.330646210542483,2.3980575329817677,0.4510960214010428
0.001,0.005,0.24383273334991382,0.04686398434651789,15.342949532405939,4.623692950608554,2.4077463905216976,0.4730818721841811
0.001,0.01,0.24818210826737933,0.04293097489860851,15.777785087553616,4.632542159965594,2.350673330278954,0.49119202527982714
0.005,1e-06,0.24103087325522798,0.04481636080033057,14.21735071034156,5.988233647029295,2.3949612621919583,0.4602461623538852
0.005,5e-06,0.23659249179346603,0.04211336309779005,13.07921511654504,4.0185891657622195,2.4333782266226285,0.4706901045805372
0.005,1e-05,0.23483159829115602,0.04553332949359206,13.109592885471912,2.8731894349321854,2.442904898947672,0.4816235159289568
0.005,5e-05,0.24259802218420976,0.04836821175060637,15.876613324451842,4.444257662607253,2.3791125624062945,0.5070208561344836
0.005,0.0001,0.24136293166190148,0.04717909779176931,16.09981762903754,5.153357555302686,2.358486687024739,0.5122064229385052
0.005,0.0005,0.23242309588417243,0.04519130968069747,15.078742679588649,6.2268096534849775,2.523544426406061,0.5280960957027416
0.005,0.001,0.23325699006992143,0.04369649896510638,15.471072463478873,3.813399728907182,2.4684238604866815,0.543981220258515
0.005,0.005,0.22957429258399692,0.04816509088814236,15.442027985209853,4.994906548240117,2.4918204475636454,0.5535373692254181
0.005,0.01,0.22914433243266816,0.04672299060218287,15.219735901645697,3.0028930206628837,2.474152348540611,0.5465998942184123
0.01,1e-06,0.22540025256706753,0.033576681564025344,13.044586955800451,3.732805566631964,2.5859857797530044,0.40176685764946796
0.01,5e-06,0.22646893887598735,0.03395628508392547,13.704769881738628,4.247850260936098,2.574447763837202,0.4059275573314279
0.01,1e-05,0.22420432300443155,0.03460815229363587,13.063049597409702,3.8155126861825357,2.5784531768074674,0.42600714555014385
0.01,5e-05,0.22795993741835194,0.03248825193944206,13.159393158837554,3.9942584654435316,2.54799732905888,0.4608827022635802
0.01,0.0001,0.22504645286641511,0.03541393419609405,13.055942643767713,4.755018301645063,2.574860178546249,0.4838974430206071
0.01,0.0005,0.229160260049967,0.039335366850673424,16.183223218821176,4.906343599073036,2.561924393858184,0.553915227270887
0.01,0.001,0.21764377772369223,0.0328164225311759,14.678083513938457,5.896806444950066,2.61297608828015,0.48620772664989315
0.01,0.005,0.2259669792053455,0.03654416417748378,15.618099830273692,4.6268094725678806,2.5502402394793795,0.5175363510353592
0.01,0.01,0.2297320746173713,0.04357050032319633,17.336756677117723,4.080387064345671,2.475058733641523,0.39781995041347756
